name,line
Andy,"I set up the old slack line to teach the office the skills of focus and discipline. Or in the case of certain individuals, the skills of humiliation and looking really dumb."
Andy,"If you make it all the way across, your confidence will soar. But, if you Toby out, then you'll feel like a real Nellie. How about a hand, screw those guys. Now, these are my actual Outward Bound counselors, Rafe and Feather."
Rafe,Iceman.
Andy,"That's me. The powder is for your protection, Feather has permanent athlete's foot. Feather, show them how you dance upon the line of slack."
Jim,You a sports fan?
Pete,"Sure, boxing, tennis."
Jim,Oh. Any team sports?
Pete,NASCAR. The Amazing Race.
Jim,"Phillies fan, though, right?"
Pete,You mean horses?
Jim,"No, like baseball. A baseball team."
Pete,"Ah, I like the Red Sox. I'm from Vermont."
Jim,Ok. Good talk.
Jim,I have nothing in common with Plop.
Andy,"All right, who's next? Nellie?"
Nellie,"Oh, I would rather watch you and your talented friends."
Andy,Nonsense. Get up here.
Kevin,Go ahead
Andy,"Come on. Uh, are you gonna wear your heels?"
Nellie,I'm very self-conscious about my feet.
Andy,"Ok, sure. There ya go. Atta girl. Hey, alright. Whoa! You suck. Alright, who's next? Darryl?"
Darryl,This seems like the kind of thing white people with dreadlocks do.
Andy,Dwight Jr? This looks like your speed.
Clark,"Uh, I guess I could give it shot."
Andy,"Yeah, come on. Get up here. Just hop on up."
Clark,Ok
Andy,Focus on the horizon. Whoa! Look at this guy.
Clark,I've always been good at anything that required balance. My doctor says I have gigantic inner ears.
Darryl,"Go, Dwight Jr!"
Andy,"Hey, yes."
Dwight,"Boo, unimpressed. It's a tightrope for babies. Boo!"
Clark,"Alright, let's see you do it."
Andy,Alright. Let me show you how a real man walks across a flaccid cord.
Andy,Ooh! Who ordered the hot apple fail?
Dwight,"Ok, I am just getting started, ok?"
Clark,"You got this, it's all you. Got ourselves a yard sale. Balls in face. It's not a race, Dwight."
Andy,Well it's official. Old Dwight is lame and New Dwight is cool.
Dwight,That's not true. Just give me another chance.
Oscar,But your mouth is bleâ€”
Toby,"This is a bloodbath. Alright, I'm calling this."
Dwight,What?
Toby,"It is enough of this. Everyone, let's go back to work."
Dwight,This is a stupid activity. I would be embarrassed to be good at it. Idiots.
Dwight,"Slack lining, please. Untie that rope, give it to a couple of pig-tailed school girls, let them start jumping with it while chanting a rhyme and giggling about boys. Doesn't seem so macho now, does it? It's a jump rope!"
Pam,Dwight!
Dwight,"Pam? Hey come up here, up the ladder. Come on."
Pam,What are you doing?
Dwight,"Come here, I'll show you."
Angela,Why do you want this cat?
Pete,"I don't want it, really."
Angela,How would you support the cat? What are your ambitions?
Pete,"I want to start my own business. I want to be a millionaire. Lots of things. Travel, make the world a better place, earn an MBA at night."
Angela,Have you taken any concrete steps?
Pete,"Well, I'm still just fitting in here, you know? Getting used to the new job. But, definitely on the agenda. But that is a good idea, Angela. I should make a list."
Jim,"Oh, come on, Pete! God, that's just sad. If he doesn't watch himself, he's gonna be here for years, doing nothing. Wow, maybe Pete is the new Jim."
Dwight,Do you see how the trapeze completely surrounds the wire? That means it's literally impossible for anyone to fall off. So you will merely sit below and be my counterweight as I pedal across the parking lot to that telephone pole.
Pam,I will?
Dwight,"You will. Yeah we weigh about the same, wouldn't you say?"
Pam,"Sure, if you weigh 105 pounds."
Dwight,So you'll do it?
Pam,No.
Dwight,"Come on, this will be the only thrill of your boring life."
Pam,"Dwight, you may find this hard to believe, but I love my boring life."
Dwight,Come on.
Pam,Exactly the way it is.
Dwight,"No, Pam."
Pam,"Yes, and there's nothing you could say that would get me to run the slightest risk of losing it."
Dwight,"Please? Please, Pam?"
Pam,"Find someone else, I don't know. Ask Phyllis."
Dwight,"I can't use Phyllis. Are you kidding me? The moment she steps off this bar I'll be launched into space. God, you're so insensitive."
Pete,Why are you getting rid of it?
Angela,Allergies.
Pete,Your husband?
Angela,"No, the baby. Please, it's my husband's favorite cat. He's broken up about it. It's the only time I've seen him cry other than our wedding night."
Oscar,You know what? I will take Comstock.
Angela,"Really? Oh, Oscar, thank you!"
Oscar,I'll come by after work and pick him up.
Angela,"Yay! Oh, poor Robert. He won't get to say goodbye. He has this business dinner tonight"
Oscar,C'est la vie.
Angela,Please don't teach the cat French.
Oscar,"Yeah. Good news, tonight when you come over for dinner, you can play with your old buddy Comstock."
Pam,You ready?
Jim,Yeah. You know what? I'll meet you down there. Just gotta make a quick call.
Pam,Kay.
Dwight,"Ok.Oh, god."
Dwight,"Attention, employees of Dunder Mifflin. Everyone thinks the new guys are so cool cause they can slack line. Boo. Hey Clark, this is what a areal salesman looks like. They say that you only live once and I'm about to prove it. Dwight Schrute!"
Jim,"Hey, man. It's halpert. Did you go to the other guy yet? Great, don't. I'm in. Yeah, yep, I'm all in. Ok, talk to you soon. Bye. Yeah!"
Dwight,Woo! Ahh!!
Creed,"In the parking lot today there was a circus. The copier did tricks on the high-wire, a lady tried to give away a baby that looked like a cat. There was a Dwight impersonator and a Jim impersonator"
Meredith,"Crap. Sorry, Nellie."
Nellie,"Once again, I understand that old habits die hard, but if everyone would kindly walk their refuse to the trash bins instead of tossing them, then we wouldâ€”"
Stanley,"Mm, swish."
Nellie,"Oh, it's nothing to do with me. I just happen to be sitting near to where the bins are."
Andy,There are two things that I am passionate about. Recycling and revenge.
Nellie,Fluke.
Pam,"The building's custodian is on vacation for the month and Dwight is too cheap to hire a replacement. So, instead, we're living in filth. But, not for long. Because I have created the chore wheel."
Dwight,"No, no. No spoilers. Please."
Kevin,"Oh, yeah! Can I spin first?"
Darryl,My bad.
Pam,"Well, it doesn't spin. We'll just move the wheel one notch each morning and... you see what chore you get that day."
Dwight,No.
Kevin,A wheel is supposed to spin.
Darryl,Goodnight.
Erin,"Yeah, you know, like guh, guh, guh, guh, guh, guh, guh... guh."
Clark,Hey! Everybody.
Pam,"No, I'm familiar with spinning. It's just that wouldn't work with a chore wheel because people might get the same chore-"
Andy,Yeah.
Andy,"Bugh, boring. All she talks about is chores."
Clark,Come in.
Creed,"A wheel wants to spin, Pam."
Andy,All right!
Jim,Spinning would be more fun.
Clark,Come on in.
Pam,â€˜Kay.
Andy,Nice.
Kevin,"Okay, that's what I'm talking about! Big money, big money! Mug duty?"
Clark,What're you doing here?
Pam,"Yes, you clean all the mugs in the sink."
Pete,"Sorry, man. Andy though Erin needed a co-anchor. I'm his makeup guy. My hands are tied."
Kevin,This sucks.
Erin,The victim was released from the hospital with second-degree burns.
Erin,"Yeah, seriously, it's like everything on there is work."
Andy,"Wow. You know what they say Erin. If you can't take the heat, get out of the kitchen."
Pam,I don't think you guys understand why we're doing this. It's-
Erin,"Well, he tried to but the fire door was blocked."
Kevin,"Yeah, I don't think that you understand wheels."
Andy,He sure did.
Pam,"I've been through several rounds of development with the team and here's where we stand with the chore wheel. We've got prizes! Ten bucks, candy bar, manager for an hour but, there are also penalties. Like, no internet, Stanley gets your lunch. The one thing that is not on the chore wheel is chores. But they were right"
Clark,"All right. We got that. That's a rap, everybody."
Pam,The tiny wheel actually does have chores. It's so cute no one seems to mind.
Erin,Aw!
Pam,Toilets!
Andy,"Just, you sure Clark?"
Jim,"Pam, we gotta go. Cece, go back inside. Grandma's got breakfast, OK? We are going to Roy's wedding. Yep, Roy. I think the only weird thing about going to your wife's ex-fiancÃ©'s wedding on a weekday at eight AM is that it's your wife's ex-fiancÃ©."
Clark,"Yep, she's done."
Pam,"Thanks, mom!"
Andy,"No, I just, I don't mean Erin. I mean for me. I didn't feel good about that."
Jim,A banana?
Clark,"No, we got it. We got it."
Pam,Yeah. I'm afraid he's only gonna have hot dogs.
Erin,Great! Let's get some food. I'm starving.
Jim,"Oh, come on. Not even Roy will have hot dogs at his wedding."
Andy,"I don't think we did get it. I could do, uh, a couple more takes. We could do it in close-up. That might even be better for editing."
Pam,Planned a wedding with him. He wanted hot dogs.
Clark,"OK, I don't."
Jim,Just... so weird.
Andy,All right.
Erin,"Oh, Pete, you've got mail."
Erin,I'm hungry.
Pete,Really? I got something?
Andy,"Uh, Pete, you wanna take Erin to get a burger or something?"
Erin,"Well, it's addressed to Customer Service so, it's your mail."
Pete,"Yeah, whatever you say, boss."
Clark,"Well, you know, I'm also Customer Service."
Andy,OK. I'll call you later.
Erin,"Yeah, I'm alternating."
Erin,OK.
Pete,"Yay, another person yelling at me."
Andy,So this is a single.
Erin,"Well, it could be a nice letter. I write nice letters to companies all the time."
Erin,"Hey, even if this doesn't work out for me, I'm just glad I had the guts to do it. And, maybe it'll work out for Andy."
Pete,That's really nice.
Dwight,Oh god.
Clark,"Wow, Newsweek, huh? This election... thing is crazy, right?"
Nellie,That is absolutely revolting!
Pete,It's open.
Dwight,Yeah.
Erin,"Oh yeah, I accidentally read it. It's not a nice letter."
Nellie,"He is so good, though."
Pete,OK.
Dwight,Yes.
Nellie,Get excited. The special projects fairy has arrived.
Nellie,The way he just cuts off his arm.
Creed,I know you don't really exist.
Dwight,"If you like James Franco, we really should watch Rise of the Planet of the Apes."
Nellie,"Today, I launch my big charity initiative â€˜Operation Give Back'. Andy has shot down all of my special projects thus far but, this one is about charity. So, I'd like to see him piss on that one."
Nellie,"Well, he's a genius, you know? He was in graduate programs at Yale, Columbia and NYU all at the same time."
Roy,Darryl! Ha-ha! What's happening?
Dwight,Whoopty doo. That doesn't make you a genius.
Darryl,"Congratulations, baby!"
Nellie,"Well, it doesn't make you stupid."
Roy,"Ah, thank you!"
Dwight,"Yeah, it does, actually. It makes you real stupid."
Jim,Is this his house?
Nellie,Stupid like you.
Pam,Think so.
Dwight,"No, like you."
Server,Mimosa?
Nellie,Like you.
Pam,Thank you.
Dwight,You're the stupid one.
Server,Would you like me to take your peel?
Nellie,You're the stupid one.
Pam,"Yes, thank you."
Dwight,You're the stupid one.
Jim,OK.
Nellie,You're the stupid one.
Pam,Who's that?
Dwight,"You, you, you, you..."
Jim,"Uh, my ex-fiancÃ©."
Pam,Ha-ha.
Jim,"I started a new business with my college friend. But, Pam doesn't know. Um... actually I did tell Pam and we decided â€˜no'. But, then I decided 'yes' anyway. So, I'm thinking there's another conversation coming. And, it's hard to know when that will be."
